order_number,site,carrier,gpu,cpu,ordered,case_on,motherboard_on,cpu_on,ram_on,memory_on,gpu_on,packaged,delivered
10085,Roswell,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/01/2021, 22:25:48","01/01/2021, 22:29:30","01/01/2021, 22:35:47","01/04/2021, 15:29:30","01/04/2021, 15:33:31","01/04/2021, 15:41:01","01/04/2021, 15:50:35","01/04/2021, 15:56:48","01/10/2021, 08:52:17"
10086,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/01/2021, 22:37:49","01/01/2021, 22:42:52","01/01/2021, 22:46:38","01/05/2021, 12:25:54","01/05/2021, 12:29:19","01/05/2021, 12:35:50","01/05/2021, 12:46:42","01/05/2021, 12:50:11","01/15/2021, 02:47:38"
10087,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/01/2021, 23:04:08","01/01/2021, 23:08:34","01/01/2021, 23:13:33","01/01/2021, 23:20:15","01/01/2021, 23:23:57","01/01/2021, 23:32:25","01/01/2021, 23:40:30","01/01/2021, 23:44:19","01/07/2021, 18:06:31"
10088,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/01/2021, 23:19:51","01/01/2021, 23:23:53","01/01/2021, 23:29:06","01/01/2021, 23:35:55","01/01/2021, 23:40:14","01/01/2021, 23:47:15","01/01/2021, 23:55:33","01/01/2021, 23:58:36","01/07/2021, 08:17:17"
10089,Aurora,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/01/2021, 23:19:52","01/01/2021, 23:24:10","01/01/2021, 23:28:33","01/01/2021, 23:34:09","01/01/2021, 23:39:14","01/01/2021, 23:46:32","01/01/2021, 23:55:32","01/01/2021, 23:59:12","01/05/2021, 22:41:42"
10090,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/01/2021, 23:22:55","01/01/2021, 23:28:51","01/01/2021, 23:33:03","01/01/2021, 23:44:01","01/01/2021, 23:49:07","01/01/2021, 23:57:38","01/02/2021, 00:06:24","01/02/2021, 00:10:06","01/07/2021, 17:42:53"
10091,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/01/2021, 23:47:12","01/01/2021, 23:50:42","01/01/2021, 23:55:26","01/02/2021, 00:03:23","01/02/2021, 00:06:43","01/02/2021, 00:14:58","01/02/2021, 00:24:54","01/02/2021, 00:42:50","01/05/2021, 20:21:34"
10092,Aurora,WarpSpeed Delivery,Chimera 2080,Ghidora 12,"01/01/2021, 23:47:37","01/01/2021, 23:53:29","01/01/2021, 23:58:15","01/02/2021, 00:08:43","01/03/2021, 00:04:12","01/03/2021, 00:13:35","01/07/2021, 05:53:07","01/07/2021, 05:56:31","01/11/2021, 21:05:24"
10093,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/01/2021, 23:53:44","01/01/2021, 23:58:43","01/02/2021, 00:03:43","01/02/2021, 00:10:01","01/02/2021, 00:13:42","01/02/2021, 00:21:31","01/02/2021, 00:32:56","01/02/2021, 00:35:48","01/08/2021, 22:15:44"
10094,Aurora,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/02/2021, 00:06:15","01/02/2021, 00:14:48","01/02/2021, 00:19:12","01/02/2021, 00:25:21","01/03/2021, 00:19:00","01/03/2021, 00:26:22","01/03/2021, 00:34:05","01/03/2021, 00:38:00","01/11/2021, 05:46:50"
10095,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 01:10:19","01/02/2021, 01:15:10","01/02/2021, 01:19:25","01/02/2021, 01:30:53","01/02/2021, 01:35:53","01/02/2021, 01:45:23","01/02/2021, 01:53:47","01/02/2021, 01:57:20","01/07/2021, 10:59:47"
10096,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 01:12:26","01/02/2021, 01:18:57","01/02/2021, 01:24:01","01/02/2021, 01:31:32","01/02/2021, 01:36:16","01/02/2021, 01:44:35","01/02/2021, 01:52:41","01/02/2021, 02:01:27","01/06/2021, 09:22:10"
10097,Roswell,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/02/2021, 01:24:54","01/02/2021, 01:29:54","01/02/2021, 01:33:06","01/02/2021, 01:42:16","01/02/2021, 01:46:11","01/02/2021, 01:54:22","01/02/2021, 02:04:47","01/02/2021, 02:20:49","01/09/2021, 16:48:52"
10098,Roswell,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/02/2021, 01:37:51","01/02/2021, 01:40:41","01/02/2021, 01:46:01","01/02/2021, 01:55:33","01/02/2021, 01:59:17","01/02/2021, 02:08:39","01/02/2021, 02:17:18","01/02/2021, 02:31:34","01/05/2021, 02:55:38"
10099,Area 51,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/02/2021, 01:39:40","01/02/2021, 01:44:01","01/02/2021, 01:48:46","01/02/2021, 01:57:44","01/02/2021, 02:02:17","01/02/2021, 02:10:11","01/02/2021, 02:19:17","01/02/2021, 02:23:28","01/06/2021, 04:08:46"
10100,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/02/2021, 01:54:50","01/02/2021, 02:00:22","01/02/2021, 02:04:37","01/02/2021, 02:12:41","01/02/2021, 02:18:09","01/02/2021, 02:25:47","01/02/2021, 02:35:37","01/02/2021, 02:39:24","01/08/2021, 01:21:29"
10101,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/02/2021, 01:55:44","01/02/2021, 02:01:50","01/02/2021, 02:05:06","01/02/2021, 02:10:33","01/02/2021, 02:16:56","01/02/2021, 02:24:18","01/02/2021, 02:34:17","01/02/2021, 02:37:40","01/06/2021, 08:36:49"
10102,Aurora,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/02/2021, 02:03:46","01/02/2021, 02:07:22","01/02/2021, 02:11:05","01/02/2021, 02:18:07","01/02/2021, 02:21:35","01/02/2021, 02:29:35","01/05/2021, 10:45:52","01/05/2021, 10:49:16","01/09/2021, 15:45:31"
10103,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/02/2021, 02:08:54","01/02/2021, 02:14:41","01/02/2021, 02:19:27","01/02/2021, 02:28:06","01/02/2021, 02:33:54","01/02/2021, 02:41:26","01/02/2021, 02:48:56","01/02/2021, 02:53:05","01/07/2021, 15:05:10"
10104,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/02/2021, 02:19:16","01/02/2021, 02:25:34","01/02/2021, 02:29:20","01/02/2021, 02:33:16","01/02/2021, 02:36:46","01/02/2021, 02:46:00","01/02/2021, 02:54:34","01/02/2021, 02:57:50","01/10/2021, 07:19:58"
10105,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/02/2021, 02:29:28","01/02/2021, 02:32:21","01/02/2021, 02:36:39","01/02/2021, 02:43:29","01/02/2021, 02:48:09","01/02/2021, 02:56:17","01/02/2021, 03:06:23","01/02/2021, 03:23:05","01/07/2021, 19:46:04"
10106,Area 51,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/02/2021, 03:08:01","01/02/2021, 03:14:47","01/02/2021, 03:17:48","01/02/2021, 03:27:44","01/02/2021, 03:32:28","01/02/2021, 03:41:25","01/02/2021, 03:48:35","01/02/2021, 03:51:47","01/06/2021, 07:18:53"
10107,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/02/2021, 03:09:29","01/02/2021, 03:14:28","01/02/2021, 03:18:10","01/02/2021, 03:28:19","01/02/2021, 03:33:06","01/02/2021, 03:39:10","01/02/2021, 03:49:05","01/02/2021, 04:06:37","01/07/2021, 22:11:20"
10108,Aurora,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/02/2021, 03:15:38","01/02/2021, 03:18:25","01/02/2021, 03:23:48","01/02/2021, 03:30:50","01/02/2021, 03:36:31","01/02/2021, 03:43:54","01/02/2021, 03:53:46","01/02/2021, 03:58:02","01/05/2021, 22:55:57"
10109,Aurora,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/02/2021, 03:18:15","01/02/2021, 03:22:56","01/02/2021, 03:27:41","01/02/2021, 03:33:28","01/02/2021, 03:38:50","01/02/2021, 03:44:39","01/02/2021, 03:53:27","01/02/2021, 03:56:46","01/06/2021, 05:55:31"
10110,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/02/2021, 04:01:04","01/02/2021, 04:07:58","01/02/2021, 04:14:01","01/02/2021, 04:24:59","01/02/2021, 04:29:47","01/02/2021, 04:36:10","01/02/2021, 04:43:34","01/02/2021, 04:59:48","01/06/2021, 05:04:22"
10111,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/02/2021, 04:07:22","01/02/2021, 04:12:10","01/02/2021, 04:15:46","01/02/2021, 04:25:02","01/02/2021, 04:30:00","01/02/2021, 04:37:14","01/02/2021, 04:47:47","01/02/2021, 05:00:52","01/07/2021, 12:52:45"
10112,Area 51,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/02/2021, 04:16:56","01/02/2021, 04:21:05","01/02/2021, 04:25:00","01/02/2021, 04:33:42","01/02/2021, 04:37:57","01/02/2021, 04:49:25","01/02/2021, 04:59:52","01/02/2021, 05:04:01","01/06/2021, 20:36:49"
10113,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/02/2021, 04:17:49","01/02/2021, 04:23:39","01/02/2021, 04:27:59","01/02/2021, 04:36:42","01/02/2021, 04:40:37","01/02/2021, 04:50:27","01/02/2021, 04:59:00","01/02/2021, 05:02:46","01/07/2021, 16:05:37"
10114,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/02/2021, 04:36:20","01/02/2021, 04:40:54","01/02/2021, 04:45:15","01/02/2021, 04:53:05","01/02/2021, 04:58:37","01/02/2021, 05:06:50","01/02/2021, 05:18:52","01/02/2021, 05:21:33","01/07/2021, 06:06:54"
10115,Aurora,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/02/2021, 04:49:46","01/02/2021, 04:52:24","01/02/2021, 04:57:29","01/02/2021, 05:07:40","01/03/2021, 04:40:04","01/03/2021, 04:46:12","01/03/2021, 04:54:27","01/03/2021, 04:57:40","01/07/2021, 04:23:53"
10116,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/02/2021, 04:54:26","01/02/2021, 05:00:43","01/02/2021, 05:04:39","01/02/2021, 05:13:49","01/02/2021, 05:16:20","01/02/2021, 05:25:29","01/02/2021, 05:33:49","01/02/2021, 05:41:16","01/06/2021, 17:34:15"
10117,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/02/2021, 05:04:34","01/02/2021, 05:09:50","01/02/2021, 05:13:32","01/02/2021, 05:24:55","01/02/2021, 05:29:23","01/02/2021, 05:35:39","01/02/2021, 05:47:31","01/02/2021, 05:50:05","01/06/2021, 22:20:56"
10118,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/02/2021, 05:44:17","01/02/2021, 05:50:59","01/02/2021, 05:55:58","01/02/2021, 06:05:01","01/02/2021, 06:10:10","01/02/2021, 06:17:16","01/02/2021, 06:24:32","01/02/2021, 06:33:48","01/06/2021, 16:56:02"
10119,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/02/2021, 06:57:34","01/02/2021, 07:02:11","01/02/2021, 07:04:43","01/02/2021, 07:13:02","01/02/2021, 07:17:55","01/02/2021, 07:27:50","01/02/2021, 07:37:16","01/02/2021, 07:41:19","01/09/2021, 22:53:53"
10120,Area 51,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/02/2021, 07:33:44","01/02/2021, 07:37:23","01/02/2021, 07:40:14","01/02/2021, 07:49:05","01/02/2021, 07:53:02","01/02/2021, 08:01:07","01/02/2021, 08:08:16","01/02/2021, 08:12:11","01/06/2021, 02:15:10"
10121,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/02/2021, 07:35:22","01/02/2021, 07:38:41","01/02/2021, 07:43:27","01/02/2021, 07:52:15","01/02/2021, 07:56:23","01/02/2021, 08:05:16","01/02/2021, 08:17:33","01/02/2021, 08:20:38","01/08/2021, 10:42:36"
10122,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/02/2021, 07:37:43","01/02/2021, 07:40:57","01/02/2021, 07:46:18","01/02/2021, 07:56:53","01/02/2021, 08:01:21","01/02/2021, 08:08:57","01/02/2021, 08:16:33","01/02/2021, 08:26:43","01/05/2021, 06:49:19"
10123,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/02/2021, 07:59:04","01/02/2021, 08:05:07","01/02/2021, 08:10:30","01/02/2021, 08:16:25","01/02/2021, 08:20:43","01/02/2021, 08:27:49","01/02/2021, 08:36:33","01/02/2021, 08:53:29","01/10/2021, 19:33:39"
10124,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/02/2021, 08:19:27","01/02/2021, 08:23:25","01/02/2021, 08:28:36","01/02/2021, 08:32:34","01/02/2021, 08:37:34","01/02/2021, 08:46:39","01/02/2021, 08:55:35","01/02/2021, 09:00:02","01/10/2021, 02:24:48"
10125,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/02/2021, 08:30:08","01/02/2021, 08:36:28","01/02/2021, 08:39:49","01/02/2021, 08:46:59","01/02/2021, 08:52:37","01/02/2021, 09:01:31","01/02/2021, 09:11:51","01/02/2021, 09:28:46","01/06/2021, 16:29:30"
10126,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/02/2021, 08:32:48","01/02/2021, 08:37:55","01/02/2021, 08:42:20","01/02/2021, 08:48:47","01/02/2021, 08:53:17","01/02/2021, 09:02:15","01/02/2021, 09:08:49","01/02/2021, 09:12:38","01/10/2021, 05:00:45"
10127,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/02/2021, 08:33:42","01/02/2021, 08:38:23","01/02/2021, 08:42:43","01/02/2021, 08:52:39","01/02/2021, 08:57:36","01/02/2021, 09:07:12","01/02/2021, 09:14:59","01/02/2021, 09:29:41","01/08/2021, 15:26:23"
10128,Area 51,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/02/2021, 08:39:32","01/02/2021, 08:45:05","01/02/2021, 08:49:38","01/02/2021, 08:59:07","01/02/2021, 09:03:52","01/02/2021, 09:11:37","01/02/2021, 09:20:13","01/02/2021, 09:24:52","01/06/2021, 20:05:57"
10129,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/02/2021, 08:54:45","01/02/2021, 08:59:33","01/02/2021, 09:03:18","01/02/2021, 09:08:08","01/02/2021, 09:13:12","01/02/2021, 09:20:16","01/02/2021, 09:30:56","01/02/2021, 09:35:04","01/08/2021, 10:59:58"
10130,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/02/2021, 09:06:12","01/02/2021, 09:11:49","01/02/2021, 09:16:19","01/02/2021, 09:21:43","01/02/2021, 09:27:05","01/02/2021, 09:33:42","01/02/2021, 09:41:58","01/02/2021, 09:49:55","01/06/2021, 20:15:08"
10131,Aurora,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/02/2021, 09:12:58","01/02/2021, 09:17:17","01/02/2021, 09:22:26","01/02/2021, 09:36:16","01/02/2021, 09:40:35","01/02/2021, 09:48:30","01/02/2021, 10:01:56","01/02/2021, 10:05:09","01/06/2021, 07:55:46"
10132,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/02/2021, 09:22:06","01/02/2021, 09:27:18","01/02/2021, 09:32:30","01/02/2021, 09:39:42","01/02/2021, 09:42:12","01/02/2021, 09:50:15","01/02/2021, 09:57:52","01/02/2021, 10:11:28","01/06/2021, 05:21:50"
10133,Aurora,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/02/2021, 09:30:09","01/02/2021, 09:35:19","01/02/2021, 09:39:47","01/02/2021, 09:47:11","01/02/2021, 09:51:51","01/02/2021, 09:59:15","01/02/2021, 10:08:41","01/02/2021, 10:12:24","01/08/2021, 09:10:12"
10134,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 10:15:36","01/02/2021, 10:19:29","01/02/2021, 10:23:59","01/02/2021, 10:32:17","01/02/2021, 10:37:05","01/02/2021, 10:45:09","01/02/2021, 10:52:51","01/02/2021, 10:56:42","01/08/2021, 00:34:28"
10135,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/02/2021, 10:17:08","01/02/2021, 10:23:01","01/02/2021, 10:28:00","01/02/2021, 10:36:18","01/02/2021, 10:39:15","01/02/2021, 10:47:02","01/02/2021, 10:59:35","01/02/2021, 11:02:23","01/07/2021, 02:39:34"
10136,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/02/2021, 10:20:44","01/02/2021, 10:27:23","01/02/2021, 10:32:04","01/02/2021, 10:43:17","01/02/2021, 10:49:14","01/02/2021, 10:57:55","01/02/2021, 11:06:24","01/02/2021, 11:10:13","01/10/2021, 10:39:12"
10137,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/02/2021, 10:23:07","01/02/2021, 10:28:33","01/02/2021, 10:33:34","01/02/2021, 10:43:51","01/02/2021, 10:49:22","01/02/2021, 10:57:13","01/02/2021, 11:06:35","01/02/2021, 11:09:33","01/07/2021, 17:33:00"
10138,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 10:51:08","01/02/2021, 10:57:30","01/02/2021, 11:01:06","01/02/2021, 11:09:24","01/02/2021, 11:14:45","01/02/2021, 11:21:57","01/02/2021, 11:29:51","01/02/2021, 11:45:32","01/07/2021, 04:41:41"
10139,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/02/2021, 11:02:03","01/02/2021, 11:05:02","01/02/2021, 11:09:33","01/02/2021, 11:17:38","01/02/2021, 11:22:58","01/02/2021, 11:29:52","01/02/2021, 11:36:56","01/02/2021, 11:39:56","01/08/2021, 00:05:51"
10140,Aurora,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/02/2021, 11:19:17","01/02/2021, 11:24:49","01/02/2021, 11:28:56","01/02/2021, 11:37:46","01/02/2021, 11:43:15","01/02/2021, 11:52:39","01/06/2021, 05:27:37","01/06/2021, 05:31:16","01/14/2021, 21:09:18"
10141,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/02/2021, 11:35:44","01/02/2021, 11:41:11","01/02/2021, 11:45:37","01/02/2021, 11:54:31","01/02/2021, 11:58:59","01/02/2021, 12:06:22","01/02/2021, 12:15:34","01/02/2021, 12:18:29","01/09/2021, 19:21:19"
10142,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/02/2021, 11:46:39","01/02/2021, 11:52:20","01/02/2021, 11:56:51","01/02/2021, 12:02:59","01/02/2021, 12:07:49","01/02/2021, 12:14:53","01/02/2021, 12:22:27","01/02/2021, 12:25:45","01/10/2021, 03:35:06"
10143,Area 51,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/02/2021, 11:49:05","01/02/2021, 11:53:55","01/02/2021, 11:58:00","01/02/2021, 12:04:56","01/02/2021, 12:09:36","01/02/2021, 12:18:16","01/02/2021, 12:30:18","01/02/2021, 12:34:18","01/08/2021, 02:23:25"
10144,Aurora,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/02/2021, 12:03:10","01/02/2021, 12:10:31","01/02/2021, 12:14:48","01/02/2021, 12:24:51","01/02/2021, 12:28:21","01/02/2021, 12:35:33","01/02/2021, 12:47:19","01/02/2021, 12:51:10","01/08/2021, 04:02:38"
10145,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 12:43:49","01/02/2021, 12:50:03","01/02/2021, 12:55:17","01/02/2021, 13:03:57","01/03/2021, 13:05:47","01/03/2021, 13:13:41","01/03/2021, 13:24:30","01/03/2021, 13:28:33","01/08/2021, 10:51:06"
10146,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/02/2021, 12:46:55","01/02/2021, 12:49:52","01/02/2021, 12:55:49","01/02/2021, 13:02:07","01/02/2021, 13:05:06","01/02/2021, 13:14:51","01/02/2021, 13:27:38","01/02/2021, 13:31:31","01/10/2021, 04:27:41"
10147,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/02/2021, 12:47:55","01/02/2021, 12:52:14","01/02/2021, 12:56:24","01/02/2021, 13:02:20","01/02/2021, 13:05:09","01/02/2021, 13:14:23","01/02/2021, 13:26:21","01/02/2021, 13:36:42","01/06/2021, 20:44:25"
10148,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 12:52:57","01/02/2021, 12:59:44","01/02/2021, 13:04:45","01/02/2021, 13:13:47","01/02/2021, 13:18:02","01/02/2021, 13:26:06","01/02/2021, 13:36:18","01/02/2021, 13:39:28","01/08/2021, 02:35:18"
10149,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 13:17:30","01/02/2021, 13:21:30","01/02/2021, 13:27:10","01/02/2021, 13:33:22","01/02/2021, 13:37:20","01/02/2021, 13:46:28","01/02/2021, 13:55:25","01/02/2021, 13:59:18","01/07/2021, 11:00:01"
10150,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/02/2021, 13:27:26","01/02/2021, 13:33:21","01/02/2021, 13:38:50","01/02/2021, 13:47:19","01/02/2021, 13:51:49","01/02/2021, 14:01:09","01/02/2021, 14:11:54","01/02/2021, 14:14:23","01/06/2021, 10:31:22"
10151,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/02/2021, 13:32:12","01/02/2021, 13:37:47","01/02/2021, 13:42:34","01/02/2021, 13:51:04","01/02/2021, 13:57:20","01/02/2021, 14:06:31","01/02/2021, 14:17:44","01/02/2021, 14:30:01","01/08/2021, 07:00:36"
10152,Aurora,WarpSpeed Delivery,Chimera 2080,Mothra 4,"01/02/2021, 13:36:09","01/02/2021, 13:41:18","01/02/2021, 13:44:32","01/02/2021, 13:53:31","01/02/2021, 13:56:27","01/02/2021, 14:04:47","01/02/2021, 14:16:52","01/02/2021, 14:20:35","01/09/2021, 07:06:14"
10153,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/02/2021, 13:50:27","01/02/2021, 13:56:39","01/02/2021, 14:02:19","01/02/2021, 14:11:59","01/02/2021, 14:17:13","01/02/2021, 14:25:31","01/02/2021, 14:34:31","01/02/2021, 14:37:10","01/10/2021, 16:53:13"
10154,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/02/2021, 14:00:03","01/02/2021, 14:05:16","01/02/2021, 14:09:27","01/02/2021, 14:17:55","01/02/2021, 14:21:58","01/02/2021, 14:31:13","01/02/2021, 14:42:01","01/02/2021, 14:46:05","01/07/2021, 16:59:09"
10155,Aurora,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/02/2021, 14:17:55","01/02/2021, 14:23:14","01/02/2021, 14:28:05","01/05/2021, 16:38:18","01/05/2021, 16:44:10","01/05/2021, 16:51:54","01/05/2021, 16:59:07","01/05/2021, 17:02:38","01/11/2021, 04:34:58"
10156,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/02/2021, 14:24:06","01/02/2021, 14:27:48","01/02/2021, 14:31:54","01/02/2021, 14:37:14","01/02/2021, 14:42:20","01/02/2021, 14:49:17","01/02/2021, 14:59:07","01/02/2021, 15:02:18","01/11/2021, 00:44:38"
10157,Roswell,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/02/2021, 14:32:51","01/02/2021, 14:39:25","01/02/2021, 14:43:37","01/02/2021, 14:51:42","01/02/2021, 14:55:02","01/02/2021, 15:03:42","01/02/2021, 15:14:19","01/02/2021, 15:26:37","01/06/2021, 14:15:06"
10158,Area 51,TimeTraveler Mail,Chimera 2080,Ghidora 12,"01/02/2021, 14:33:28","01/02/2021, 14:38:21","01/02/2021, 14:43:04","01/02/2021, 14:49:34","01/02/2021, 14:57:34","01/02/2021, 15:06:41","01/06/2021, 10:51:52","01/06/2021, 10:59:36","01/12/2021, 23:23:33"
10159,Area 51,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/02/2021, 14:36:27","01/02/2021, 14:40:46","01/02/2021, 14:44:37","01/06/2021, 07:17:41","01/06/2021, 07:21:34","01/06/2021, 07:29:11","01/06/2021, 07:37:57","01/06/2021, 07:41:04","01/15/2021, 18:52:01"
10160,Aurora,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/02/2021, 14:46:16","01/02/2021, 14:53:03","01/02/2021, 14:58:36","01/02/2021, 15:04:13","01/02/2021, 15:08:11","01/02/2021, 15:15:06","01/02/2021, 15:22:10","01/02/2021, 15:26:08","01/11/2021, 21:24:50"
10161,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 14:49:45","01/02/2021, 14:56:35","01/02/2021, 15:01:01","01/02/2021, 15:08:49","01/03/2021, 15:06:00","01/03/2021, 15:13:35","01/03/2021, 15:21:58","01/03/2021, 15:25:58","01/08/2021, 10:03:12"
10162,Aurora,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/02/2021, 14:52:22","01/02/2021, 15:00:43","01/02/2021, 15:06:01","01/02/2021, 15:14:03","01/02/2021, 15:18:59","01/02/2021, 15:27:33","01/06/2021, 19:54:30","01/06/2021, 19:58:28","01/11/2021, 10:45:41"
10163,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/02/2021, 15:03:45","01/02/2021, 15:10:26","01/02/2021, 15:15:10","01/02/2021, 15:23:23","01/02/2021, 15:26:54","01/02/2021, 15:34:15","01/02/2021, 15:44:23","01/02/2021, 15:49:32","01/08/2021, 15:02:34"
10164,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/02/2021, 15:10:37","01/02/2021, 15:15:52","01/02/2021, 15:20:52","01/02/2021, 15:27:08","01/02/2021, 15:30:27","01/02/2021, 15:37:34","01/02/2021, 15:49:18","01/02/2021, 15:53:03","01/11/2021, 16:13:52"
10165,Aurora,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/02/2021, 15:40:43","01/02/2021, 15:45:51","01/02/2021, 15:50:13","01/02/2021, 15:58:13","01/02/2021, 16:03:05","01/02/2021, 16:11:13","01/02/2021, 16:21:13","01/02/2021, 16:25:07","01/07/2021, 13:22:51"
10166,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/02/2021, 15:50:14","01/02/2021, 15:55:20","01/02/2021, 16:00:02","01/02/2021, 16:09:16","01/02/2021, 16:13:14","01/02/2021, 16:19:47","01/02/2021, 16:30:24","01/02/2021, 16:33:15","01/11/2021, 18:32:03"
10167,Area 51,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/02/2021, 16:05:22","01/02/2021, 16:09:22","01/02/2021, 16:13:03","01/05/2021, 11:16:24","01/05/2021, 11:21:17","01/05/2021, 11:30:38","01/05/2021, 11:42:26","01/05/2021, 11:45:55","01/10/2021, 15:40:25"
10168,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/02/2021, 16:06:30","01/02/2021, 16:11:29","01/02/2021, 16:17:04","01/02/2021, 16:25:47","01/02/2021, 16:29:18","01/02/2021, 16:35:57","01/02/2021, 16:47:02","01/02/2021, 16:50:19","01/08/2021, 07:33:56"
10169,Aurora,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/02/2021, 16:15:10","01/02/2021, 16:20:42","01/02/2021, 16:25:35","01/02/2021, 16:32:04","01/03/2021, 16:19:31","01/03/2021, 16:27:02","01/03/2021, 16:37:04","01/03/2021, 16:40:43","01/09/2021, 15:04:03"
